"Word","Length","Freq_HAL","Log_Freq_HAL","POS","I_Mean_RT","I_Mean_Accuracy"
"scoot","5","227","5.42","VB","759.69","0.83"
"scooted","7","128","4.85","VB","719.93","0.88"
"scooter","7","744","6.61","NN","657.47","0.97"
"scooting","8","58","4.06","VB|NN|JJ","756.54","0.84"
"scope","5","10774","9.28","NN","610.44","0.97"
"scoped","6","224","5.41","JJ","747.15","1.00"
"scopes","6","829","6.72","NN","788.34","0.94"
"scorch","6","189","5.24","NN|VB","791.93","0.84"
"scorched","8","431","6.07","JJ|VB","893.10","0.85"
"scorcher","8","82","4.41","NN","891.04","0.75"
"score","5","23264","10.05","NN|VB","597.70","1.00"
"scoreboard","10","371","5.92","NN","724.19","0.94"
"scoreboards","11","12","2.48","NN","779.77","0.91"
"scorebook","9","9","2.20","NN","718.12","0.94"
"scorecard","9","509","6.23","NN","932.45","0.97"
"scored","6","4657","8.45","VB","629.58","0.97"
"scorekeeper","11","51","3.93","NN","731.47","0.97"
"scoreless","9","59","4.08","NULL","763.03","0.94"
"scores","6","9556","9.16","NN|VB","631.47","0.94"
"scoring","7","6454","8.77","VB|NN","643.21","0.97"
"scorn","5","983","6.89","NN|VB","682.59","1.00"
"scorned","7","252","5.53","VB|JJ","740.97","0.97"
"scornful","8","98","4.58","JJ","729.19","0.94"
"Scorpio","7","890","6.79","NN","657.35","1.00"
"scorpion","8","2696","7.90","NN","667.34","0.97"
"Scot","4","1408","7.25","NN","865.41","0.65"
"Scotch","6","1422","7.26","NN|VB","651.44","1.00"
"Scotchgard","10","9","2.20","NULL","807.48","0.66"
"Scotchman","9","4","1.39","NN","800.88","0.77"
"Scotland","8","7359","8.90","NN","705.12","0.97"
"Scots","5","1313","7.18","NN","755.11","0.56"
"Scotsman","8","343","5.84","NN","848.23","0.81"
"Scotswoman","10","6","1.79","NULL","1054.64","0.83"
"Scott","5","51270","10.84","NN","564.42","0.97"
"Scottish","8","4263","8.36","NN|JJ","663.27","1.00"
"Scott's","7","1009","6.92","encl","600.70","1.00"
"Scotty","6","1678","7.43","NN","679.13","0.97"
"Scotty's","8","68","4.22","NULL","778.30","0.91"
"scoundrel","9","666","6.50","NN","711.18","0.88"
"scoundrels","10","159","5.07","NN","928.93","0.79"
"scour","5","172","5.15","VB","688.29","0.62"
"scoured","7","195","5.27","VB","761.57","0.88"
"scourge","7","541","6.29","NN","787.44","0.76"
"scouring","8","221","5.40","VB","788.11","0.80"
"scours","6","30","3.40","VB","736.57","0.64"
"scout","5","7491","8.92","NN|VB","659.17","1.00"
"scouted","7","65","4.17","VB","687.48","0.94"
"scouting","8","1997","7.60","VB|NN","786.19","0.97"
"scoutmaster","11","265","5.58","NN","898.61","0.91"
"scouts","6","3202","8.07","NN|VB","627.09","0.97"
"scout's","7","75","4.32","NULL","655.60","0.94"
"scowl","5","131","4.88","VB","668.66","0.88"
"scowled","7","99","4.60","VB","717.00","0.91"
"scowling","8","116","4.75","NN|VB","732.63","0.82"
"scrabble","8","485","6.18","VB|NN","708.47","0.97"
"scrag","5","7","1.95","NN","856.40","0.31"
"scraggly","8","60","4.09","JJ","788.82","0.65"
"scraggy","7","3","1.10","JJ","716.58","0.58"
"scram","5","103","4.63","NN|VB","842.14","0.85"
"scramble","8","1203","7.09","NN|VB","645.30","1.00"
"scrambled","9","1652","7.41","VB","623.41","0.94"
"scrambler","9","96","4.56","NN","731.42","0.97"
"scrambling","10","1200","7.09","VB","699.58","0.97"
"scrap","5","2406","7.79","NN|VB","624.52","0.97"
"scrapbook","9","437","6.08","NN","718.38","1.00"
"scrape","6","1140","7.04","NN|VB","751.85","0.97"
"scraped","7","626","6.44","VB|JJ","682.06","0.97"
"scraper","7","201","5.30","NN","661.45","0.91"
"scrapes","7","232","5.45","NN|VB","762.80","0.91"
"scraping","8","757","6.63","VB|NN","780.76","0.91"
"scrapings","9","25","3.22","NN","815.03","0.97"
"scrapped","8","908","6.81","VB","698.69","0.97"
"scrappy","7","111","4.71","JJ","769.45","0.94"
"scraps","6","671","6.51","NN|VB","658.47","0.97"
"scratch","7","8067","9.00","NN|VB","657.71","1.00"
"scratched","9","1333","7.20","VB","657.31","0.94"
"scratches","9","2273","7.73","NN|VB","660.25","0.97"
"scratchiness","12","8","2.08","NN","892.44","0.84"
"scratching","10","1778","7.48","VB|NN","683.78","0.91"
"scratchpad","10","23","3.14","NN","927.84","0.76"
"scratchy","8","761","6.63","JJ","709.29","1.00"
"scrawl","6","141","4.95","NN|VB","779.79","0.88"
"scrawled","8","291","5.67","VB","862.84","0.94"
"scrawny","7","202","5.31","JJ","729.35","0.94"
"scream","6","7435","8.91","NN|VB","607.48","0.94"
"screamed","8","3194","8.07","VB","712.88","1.00"
"screaming","9","7615","8.94","VB|NN","741.44","1.00"
"screams","7","2587","7.86","NN|VB","652.19","0.97"
"screech","7","383","5.95","NN|VB","788.63","0.88"
"screeched","9","67","4.20","VB","849.89","0.90"
"screeches","9","48","3.87","NN|VB","852.37","0.88"
"screeching","10","476","6.17","VB","825.00","0.94"
"screechy","8","34","3.53","JJ","831.68","0.69"
"screen","6","74698","11.22","NN|VB","655.21","1.00"
"screened","8","1478","7.30","VB","718.61","0.94"
"screening","9","2855","7.96","NN|VB","722.45","1.00"
"screenings","10","261","5.56","NN","707.50","0.94"
"screenplay","10","1715","7.45","NN","712.44","0.94"
"screens","7","6738","8.82","NN|VB","548.30","1.00"
"screw","5","9543","9.16","NN|VB","610.53","0.97"
"screwball","9","123","4.81","JJ|NN","702.00","0.97"
"screwdriver","11","1173","7.07","NN","831.57","0.88"
"screwed","7","8142","9.00","VB|JJ","764.80","0.94"
"screws","6","3523","8.17","NN|VB","667.18","0.97"
"screwy","6","537","6.29","JJ","717.48","0.79"
"scribble","8","447","6.10","VB|NN","695.09","1.00"
"scribbled","9","657","6.49","VB","690.81","0.97"
"scribe","6","795","6.68","NN","637.75","0.82"
"scribing","8","34","3.53","NN|VB","931.32","0.78"
"scrimmage","9","108","4.68","NN","864.17","0.81"
"scrimmaged","10","1","0.00","JJ","1004.41","0.84"
"scrimp","6","57","4.04","VB","717.92","0.38"
"script","6","33261","10.41","NN","610.18","1.00"
"script's","8","52","3.95","encl","623.81","0.97"
"scriptural","10","606","6.41","JJ","875.55","0.89"
"scripture","9","3941","8.28","NN","705.48","1.00"
"scriptures","10","4435","8.40","NN","699.61","1.00"
"scriptwriter","12","91","4.51","NN","979.93","0.97"
"scrivener","9","34","3.53","NN","1046.00","0.06"
"scroll","6","5743","8.66","NN|VB","603.10","0.94"
"scrollwork","10","16","2.77","NN","936.39","0.93"
"scrooge","7","317","5.76","NN","717.62","0.79"
"scrotum","7","594","6.39","NN","899.21","0.93"
"scrounge","8","255","5.54","VB","887.84","0.61"
"scrounger","9","30","3.40","NN","1005.59","0.55"
"scrounging","10","106","4.66","VB|NN","887.95","0.69"
"scrub","5","875","6.77","NN|VB","614.65","1.00"
"scrubbed","8","282","5.64","VB","694.68","1.00"
"scrubber","8","186","5.23","NN","679.63","0.94"
"scrubbing","9","398","5.99","VB|NN","701.36","1.00"
"scrubby","7","30","3.40","JJ","709.66","0.97"
"scruff","6","140","4.94","NN","680.90","0.91"
"scruffy","7","210","5.35","JJ","815.70","0.86"
"scrumptious","11","64","4.16","JJ","854.25","0.88"
"scrunch","7","27","3.30","VB|NN","821.26","0.72"
"scruple","7","28","3.33","NN","918.80","0.76"
"scrupulosity","12","0","0.00","NN","979.32","0.76"
"scrupulous","10","257","5.55","JJ","866.19","0.79"
"scrupulously","12","172","5.15","RB","943.54","0.79"
"scrutinize","10","183","5.21","VB","851.03","0.97"
"scrutinized","11","275","5.62","VB","838.43","0.80"
"scrutinizing","12","85","4.44","VB","841.13","0.91"
"scrutiny","8","2236","7.71","NN","886.03","0.91"
"scuba","5","2174","7.68","NN","707.70","0.91"
"scud","4","356","5.87","NN|VB","858.82","0.52"
"scudding","8","7","1.95","VB|NN","911.18","0.32"
"scuff","5","325","5.78","VB|NN","813.46","0.88"
"scuffle","7","128","4.85","NN|VB","734.80","0.88"
"scuffmark","9","0","0.00","NN|VB","934.42","0.71"
"scull","5","81","4.39","VB","673.04","0.73"
"scullery","8","21","3.04","NN","919.81","0.62"
"scullion","8","21","3.04","NN","823.00","0.21"
"sculpt","6","171","5.14","VB","702.08","0.76"
"sculpted","8","344","5.84","VB","726.73","1.00"
"sculptor","8","624","6.44","NN","719.16","1.00"
"sculptors","9","123","4.81","NN","731.82","1.00"
"sculptor's","10","4","1.39","encl","802.94","1.00"
"sculptural","10","43","3.76","JJ","1025.31","0.94"
"sculpture","9","974","6.88","NN|VB","633.74","1.00"
"sculptured","10","109","4.69","VB|JJ","783.97","0.97"
"sculptures","10","346","5.85","NN|VB","707.79","0.97"
"scum","4","3108","8.04","NN","755.61","0.97"
"scummy","6","161","5.08","JJ","827.82","0.80"
"scurried","8","131","4.88","VB","827.54","0.82"
"scurry","6","132","4.88","NN|VB","654.22","0.79"
"scurvy","6","87","4.47","NN","853.91","0.70"
"scuttle","7","186","5.23","VB","704.14","0.70"
"scuttled","8","84","4.43","VB","912.62","0.64"
"scuttling","9","58","4.06","VB","868.81","0.64"
"scythe","6","213","5.36","NN|VB","739.47","0.54"
"sea","3","36736","10.51","NN","531.61","1.00"
"seabed","6","51","3.93","NN","845.86","0.65"
"seabird","7","65","4.17","NN","692.73","1.00"
"seaboard","8","481","6.18","NN","718.85","0.97"
"seaborne","8","41","3.71","JJ","848.55","0.67"
"seacoast","8","67","4.20","NN","805.44","0.94"
"seafarers","9","71","4.26","NN","906.65","0.65"
"seafaring","9","73","4.29","JJ|VB|NN","954.42","0.56"
"seafood","7","966","6.87","NN","550.75","1.00"
"seafront","8","17","2.83","NN","869.68","0.91"
"seagoing","8","38","3.64","VB|NN|JJ","839.62","0.91"
"seagull","7","540","6.29","NN","670.35","0.89"
"seagulls","8","259","5.56","NN","759.87","0.94"
"seahorse","8","52","3.95","NN","722.18","0.97"
"seal","4","6421","8.77","NN|VB","599.73","0.97"
"sealed","6","10333","9.24","VB|JJ","600.15","0.97"
"sealer","6","238","5.47","NN","733.63","0.84"
"sealing","7","718","6.58","NN|VB","806.72","0.91"
"seals","5","2300","7.74","NN|VB","680.31","1.00"
"sealskin","8","1","0.00","NN","894.86","0.88"
"seam","4","1085","6.99","NN|VB","695.77","0.91"
"seaman","6","330","5.80","NN","778.94","0.94"
"seamanship","10","35","3.56","NN","953.48","0.97"
"seamen","6","122","4.80","NN","748.06","0.91"
"seamless","8","1693","7.43","JJ","696.68","0.94"
"seams","5","1009","6.92","NN|VB","734.04","0.88"
"seamstress","10","140","4.94","NN","782.03","0.94"
"Sean","4","12706","9.45","NN","656.16","0.97"
"seance","6","128","4.85","NN","802.00","0.29"
"seaplane","8","106","4.66","NN","919.33","0.94"
"seaport","7","136","4.91","NN","722.32","0.97"
"seaports","8","45","3.81","NN","735.81","0.97"
"seaquake","8","0","0.00","NN","1159.21","0.58"
"sear","4","265","5.58","VB","725.17","0.94"
"search","6","78523","11.27","NN|VB","547.16","0.94"
"searched","8","4815","8.48","VB","641.36","1.00"
"searches","8","6596","8.79","NN|VB","639.76","1.00"
"searching","9","17654","9.78","VB|NN|JJ","601.26","1.00"
"searchingly","11","16","2.77","RB","829.56","0.82"
"searchings","10","7","1.95","NN","783.97","0.94"
"searchlight","11","717","6.58","NN","791.97","1.00"
"searchlights","12","34","3.53","NN","843.64","1.00"
"searing","7","372","5.92","VB|JJ","801.72","0.83"
"sears","5","3745","8.23","NN|VB","666.77","0.97"
"seas","4","2648","7.88","NN","621.64","0.97"
"sea's","5","60","4.09","encl","666.52","0.97"
"seascape","8","51","3.93","NN","853.62","0.88"
"seashore","8","235","5.46","NN","694.26","1.00"
"seasick","7","111","4.71","NN","697.07","0.94"
"seasickness","11","54","3.99","NN","960.63","1.00"
"seaside","7","724","6.58","JJ","738.47","1.00"
"season","6","37562","10.53","NN","680.84","0.97"
"seasonable","10","11","2.40","JJ","695.97","1.00"
"seasonal","8","1495","7.31","JJ","644.31","1.00"
"seasonally","10","85","4.44","RB","827.00","0.97"
"seasoned","8","1760","7.47","JJ","579.66","0.97"
"seasoning","9","418","6.04","NN|VB","747.19","0.97"
"seasons","7","4667","8.45","NN|VB","601.31","1.00"
"season's","8","468","6.15","encl","716.37","1.00"
"seat","4","17184","9.75","NN|VB","634.33","0.97"
"seated","6","2277","7.73","VB","669.29","1.00"
"seating","7","1636","7.40","NN|VB","702.38","0.97"
"seats","5","8373","9.03","NN|VB","594.91","0.97"
"Seattle","7","18149","9.81","NN","706.56","0.94"
"seawall","7","38","3.64","NN","640.91","0.97"
"seaward","7","115","4.74","RB|JJ","813.90","0.88"
"seawater","8","261","5.56","NN","756.56","1.00"
"seaway","6","136","4.91","NN","809.27","0.91"
"seaweed","7","381","5.94","NN","791.06","0.97"
"seaworthy","9","62","4.13","JJ","787.09","0.97"
"sec","3","18033","9.80","NN","794.60","0.61"
"secant","6","34","3.53","NN|JJ","817.82","0.52"
"secants","7","2","0.69","NN","993.07","0.50"
"secede","6","311","5.74","VB","815.96","0.72"
"seceded","7","198","5.29","VB","951.09","0.71"
"seceding","8","48","3.87","VB|NN","950.38","0.64"
"secession","9","708","6.56","NN","866.46","0.73"
"secessionist","12","118","4.77","NN|JJ","1080.40","0.47"
"seclude","7","3","1.10","VB","873.74","0.79"
"secluded","8","604","6.40","VB","821.97","0.88"
"seclusion","9","149","5.00","NN","825.81","0.91"
"seclusive","9","3","1.10","JJ","932.00","0.88"
"second","6","150377","11.92","JJ|NN|RB|VB","553.58","0.94"
"secondarily","11","193","5.26","RB","898.71","0.90"
"secondary","9","12692","9.45","JJ","617.69","0.94"
"secondhand","10","335","5.81","JJ","774.13","0.97"
"secondly","8","5629","8.64","RB","752.29","1.00"
"seconds","7","26919","10.20","NN|VB","640.03","1.00"
"secrecy","7","1762","7.47","NN","742.64","0.76"
"saber","5","2446","7.80","NN","843.88","0.48"
"Sabine","6","720","6.58","NN","819.00","0.18"
"sable","5","1044","6.95","NN","806.00","0.82"
"sables","6","90","4.50","NN","710.95","0.69"
"sabotage","8","1055","6.96","NN","731.19","0.97"
"saboteur","8","156","5.05","NN","859.08","0.38"
"sabre","5","2436","7.80","NN","836.10","0.62"
"sac","3","1413","7.25","NN","830.56","0.78"
"saccharin","9","37","3.61","NN","895.09","0.71"
"saccharine","10","137","4.92","NN|JJ","932.00","0.59"
"sachet","6","21","3.04","NN","796.04","0.79"
"sack","4","2220","7.71","NN|VB","677.47","0.97"
"sackcloth","9","75","4.32","NN","961.65","0.67"
"sacker","6","4","1.39","NN","879.18","0.65"
"sacking","7","167","5.12","VB|NN","745.63","0.91"
"sacks","5","907","6.81","NN|VB","646.84","0.91"
"sacral","6","53","3.97","JJ","847.22","0.29"
"sacrament","9","395","5.98","NN","786.69","0.87"
"Sacramento","10","4857","8.49","NN","793.12","0.97"
"sacraments","10","230","5.44","NN","831.80","0.91"
"sacred","6","7089","8.87","JJ","727.82","1.00"
"sacredness","10","79","4.37","NN","1061.83","0.94"
"sacrifice","9","12126","9.40","NN|VB","679.97","1.00"
"sacrificed","10","1590","7.37","VB","766.90","0.97"
"sacrifices","10","1822","7.51","NN|VB","787.76","1.00"
"sacrificial","11","624","6.44","JJ","886.16","0.97"
"sacrificing","11","1252","7.13","VB","857.81","1.00"
"sacrilege","9","176","5.17","NN","832.64","0.67"
"sacrilegious","12","58","4.06","JJ","1228.06","0.60"
"sad","3","17183","9.75","JJ|NN","574.03","0.94"
"sadden","6","47","3.85","VB","638.77","0.79"
"saddened","8","613","6.42","JJ","895.87","0.91"
"sadder","6","176","5.17","JJ","909.05","0.69"
"saddle","6","2899","7.97","NN|VB","583.29","0.97"
"saddlebag","9","97","4.57","NN","781.84","0.94"
"saddlebags","10","2870","7.96","NN","756.80","0.91"
"saddled","7","312","5.74","VB|JJ","702.84","0.97"
"saddles","7","617","6.42","NN|VB","758.72","0.94"
"sadism","6","311","5.74","NN","793.62","0.79"
"sadist","6","338","5.82","NN","776.04","0.80"
"sadistic","8","748","6.62","JJ","779.86","0.82"
"sadly","5","4882","8.49","RB","628.28","0.94"
"sadness","7","1229","7.11","NN","576.23","0.94"
"sadomasochism","13","133","4.89","NN","1207.00","0.46"
"safari","6","759","6.63","NN","734.71","0.85"
"safe","4","33169","10.41","JJ|NN","576.76","0.97"
"safecracker","11","25","3.22","NN","930.66","0.94"
"safeguard","9","810","6.70","VB|NN","691.79","1.00"
"safeguards","10","748","6.62","NN|VB","723.85","1.00"
"safekeeping","11","83","4.42","VB|NN","740.03","0.94"
"safely","6","5805","8.67","RB","530.00","0.94"
"safer","5","5004","8.52","JJ","680.55","0.97"
"safest","6","1752","7.47","JJ","824.30","0.79"
"safeties","8","119","4.78","NN","985.27","0.71"
"safety","6","23660","10.07","NN","629.82","1.00"
"saffron","7","390","5.97","NN","854.69","0.39"
"sag","3","869","6.77","VB","779.72","0.76"
"saga","4","2795","7.94","NN","704.96","0.85"
"sage","4","4766","8.47","NN|JJ","659.03","1.00"
"sagebrush","9","146","4.98","NN","880.93","0.82"
"sages","5","745","6.61","NN","707.18","0.82"
"sagged","6","120","4.79","VB","714.88","0.76"
"sagging","7","289","5.67","VB","689.17","0.91"
"Sagittarius","11","218","5.38","JJ|NN","826.93","0.82"
"sags","4","96","4.56","NN|VB","803.57","0.91"
"Sahara","6","637","6.46","NN","731.93","0.79"
"said","4","352357","12.77","VB","660.61","1.00"
"Saigon","6","1447","7.28","NN","803.92","0.81"
"sail","4","3552","8.18","NN|VB","598.65","1.00"
"sailboat","8","523","6.26","NN","616.03","1.00"
"sailboats","9","214","5.37","NN","732.81","1.00"
"sailcloth","9","15","2.71","NN","1009.33","0.73"
"sailed","6","1015","6.92","VB","629.33","1.00"
"sailing","7","3556","8.18","NN|VB","712.16","0.94"
"sailor","6","6240","8.74","NN","636.31","0.97"
"sailorly","8","0","0.00","JJ","876.62","0.62"
"sailors","7","1337","7.20","NN","656.38","1.00"
"sailplane","9","223","5.41","NN","999.81","0.52"
"sails","5","1292","7.16","NN|VB","676.56","0.94"
"saint","5","6328","8.75","NN","685.35","1.00"
"sainted","7","46","3.83","JJ","709.13","0.91"
"sainthood","9","126","4.84","NN","807.38","0.81"
"saintliness","11","10","2.30","NN","964.92","0.73"
"saintly","7","311","5.74","JJ","742.81","0.91"
"saints","6","2634","7.88","NN","721.18","1.00"
"sake","4","11448","9.35","NN","655.61","0.82"
"salable","7","101","4.62","JJ","958.46","0.41"
"salacious","9","101","4.62","JJ","1003.30","0.31"
"salad","5","2491","7.82","NN","645.82","1.00"
"salads","6","493","6.20","NN","639.68","0.91"
"salamander","10","362","5.89","NN","787.48","0.74"
"salami","6","287","5.66","NN","764.81","0.81"
"salaried","8","1207","7.10","JJ","802.74","0.70"
"salaries","8","6410","8.77","NN","654.91","1.00"
"salary","6","30091","10.31","NN","620.00","0.94"
"sale","4","95391","11.47","NN","597.61","1.00"
"Salem","5","3161","8.06","NN","712.23","0.97"
"sales","5","56201","10.94","NN","624.91","1.00"
"salesclerk","10","29","3.37","NN","940.23","0.91"
"salesgirl","9","34","3.53","NN","810.79","0.90"
"saleslady","9","55","4.01","NN","878.53","1.00"
"salesman","8","3345","8.12","NN","689.06","1.00"
"salesman's","10","51","3.93","NULL","730.97","0.97"
"salesmanship","12","69","4.23","NN","863.77","0.97"
"salesmen","8","736","6.60","NN","715.00","0.91"
"salesroom","9","4","1.39","NN","839.50","0.94"
"saleswoman","10","89","4.49","NN","656.17","0.94"
"salient","7","513","6.24","JJ","667.35","0.68"
"salify","6","0","0.00","VB","928.40","0.15"
"saline","6","451","6.11","NN","830.58","0.84"
"Salinger","8","128","4.85","NN","842.82","0.80"
"salinity","8","193","5.26","NN","938.68","0.67"
"Salisbury","9","603","6.40","NN","828.42","0.94"
"saliva","6","1137","7.04","NN","732.56","0.94"
"salivary","8","116","4.75","JJ","904.89","0.85"
"salivate","8","137","4.92","VB","727.66","0.85"
"salivation","10","37","3.61","NN","733.59","0.94"
"sallow","6","33","3.50","JJ","744.69","0.39"
"Sally","5","4304","8.37","NN|VB","644.00","1.00"
"Sally's","7","406","6.01","encl","630.78","0.97"
"salmon","6","3076","8.03","NN","684.76","0.97"
"salmonella","10","632","6.45","NN","973.86","0.69"
"salon","5","734","6.60","NN","649.41","0.97"
"salons","6","138","4.93","NN","736.47","0.91"
"saloon","6","541","6.29","NN","756.81","0.94"
"saloons","7","55","4.01","NN","758.16","0.94"
"salt","4","15258","9.63","NN|VB","562.70","1.00"
"saltbush","8","15","2.71","NN","928.24","0.55"
"saltcellar","10","0","0.00","NN","1091.76","0.55"
"salted","6","348","5.85","VB|JJ","667.50","0.97"
"salter","6","508","6.23","NN","789.42","0.77"
"salter's","8","5","1.61","NULL","875.72","0.56"
"salting","7","79","4.37","VB","658.63","0.94"
"saltlick","8","0","0.00","NULL","997.57","0.66"
"saltpan","7","0","0.00","NN","874.78","0.72"
"salts","5","1171","7.07","NN|VB","575.69","0.97"
"saltshaker","10","6","1.79","NULL","893.39","0.94"
"saltwater","9","513","6.24","NN","695.39","1.00"
"salty","5","939","6.84","JJ","612.45","0.97"
"salutary","8","68","4.22","JJ","773.12","0.79"
"salute","6","1321","7.19","NN|VB","709.22","0.97"
"saluted","7","143","4.96","VB","819.03","0.94"
"salutation","10","79","4.37","NN","833.92","0.90"
"Salvador","8","2323","7.75","NN","819.72","0.91"
"Salvadorean","11","6","1.79","NULL","1106.93","0.48"
"salvage","7","1877","7.54","NN|VB","706.34","0.94"
"salvaging","9","114","4.74","VB|NN","805.57","0.88"
"salvation","9","5143","8.55","NN","650.15","1.00"
"salve","5","1852","7.52","VB","614.93","0.47"
"salves","6","43","3.76","VB","776.11","0.56"
"Sam","3","25993","10.17","NN","609.14","0.88"
"Samaritan","9","353","5.87","JJ|NN","727.55","0.91"
"samba","5","2437","7.80","NN","823.59","0.63"
"same","4","401465","12.90","JJ","581.19","1.00"
"sameness","8","154","5.04","NN","814.00","0.84"
"Sammy","5","1406","7.25","NN","757.70","0.94"
"Samoa","5","356","5.87","NN","922.28","0.56"
"Samoan","6","141","4.95","NN|JJ","867.74","0.63"
"sample","6","24016","10.09","NN|VB","618.48","0.97"
"sampled","7","1424","7.26","VB","705.66","1.00"
"sampler","7","3326","8.11","NN","658.39","0.97"
"samplers","8","587","6.38","NN","713.50","0.97"
"samples","7","11133","9.32","NN|VB","577.45","0.97"
"sampling","8","3880","8.26","NN|VB","672.03","0.97"
"Sampson","7","831","6.72","NN","828.81","0.87"
"Sam's","5","1275","7.15","NULL","613.12","1.00"
"Samuel","6","6463","8.77","NN","699.61","0.91"
"Samuels","7","238","5.47","NN","755.65","0.97"
"samurai","7","3259","8.09","minor|NN","831.38","0.81"
"sanatorium","10","32","3.47","NN","975.77","0.69"
"Sanchez","7","1834","7.51","NN","843.79","0.82"
"Sancho","6","88","4.48","NN","859.50","0.59"
"sanctified","10","399","5.99","JJ","902.67","0.68"
"sanctify","8","98","4.58","VB","790.41","0.82"
"sanctimonious","13","313","5.75","JJ","960.94","0.64"
"sanctimony","10","40","3.69","NN","983.30","0.69"
"sanction","8","1353","7.21","NN|VB","829.00","1.00"
"sanctioned","10","1832","7.51","VB","792.36","0.97"
"sanctions","9","3541","8.17","NN|VB","734.84","0.97"
"sanctity","8","485","6.18","NN","890.54","0.84"
"sanctuary","9","5772","8.66","NN","683.47","1.00"
"sanctuary's","11","7","1.95","encl","811.50","0.94"
"sanctum","7","218","5.38","minor","826.88","0.76"
"sand","4","10083","9.22","NN|VB","575.97","0.97"
"sandal","6","146","4.98","NN","787.13","0.94"
"sandals","7","1995","7.60","NN","660.55","1.00"
"sandalwood","10","52","3.95","NN","798.36","0.67"
"sandbag","7","118","4.77","NN|VB","667.56","0.97"
"sandbank","8","8","2.08","NN","823.16","0.97"
"sandbar","7","114","4.74","NN","683.53","0.97"
"sandbars","8","20","3.00","NN","750.88","0.94"
"sandblast","9","36","3.58","NN|VB","674.50","1.00"
"sandbox","7","334","5.81","NN","645.26","1.00"
"sandcastle","10","33","3.50","NULL","816.26","1.00"
"sander","6","802","6.69","NN","821.52","0.66"
"sanding","7","507","6.23","NN|VB","823.31","0.91"
"sandman","7","3062","8.03","NN","753.69","0.97"
"sandpaper","9","383","5.95","NN|VB","721.46","1.00"
"sandpiper","9","80","4.38","NN","753.76","0.88"
"sandpit","7","17","2.83","NN","787.70","0.94"
"Sandra","6","3153","8.06","NN","664.78","0.97"
"sands","5","1523","7.33","NN|VB","653.97","0.97"
"sandstone","9","226","5.42","NN","745.23","0.91"
"sandstorm","9","1607","7.38","NN","774.52","1.00"
"sandwich","8","2328","7.75","NN|VB","624.21","1.00"
"sandwiches","10","1033","6.94","NN|VB","655.94","0.97"
"sandy","5","5033","8.52","JJ|NN","644.48","1.00"
"sane","4","3942","8.28","JJ|NN","622.00","0.94"
"saner","5","169","5.13","JJ","603.83","0.18"
"sanest","6","35","3.56","JJ","1240.00","0.15"
"sang","4","5220","8.56","VB","739.00","0.94"
"sangria","7","1136","7.04","NN","848.39","0.53"
"sanguine","8","163","5.09","JJ","799.58","0.58"
"sanguineous","11","0","0.00","JJ","1023.20","0.17"
"Sanhedrin","9","187","5.23","NN","776.75","0.12"
"sanitarium","10","99","4.60","NN","903.26","0.79"
"sanitary","8","472","6.16","JJ","769.26","0.97"
"sanitation","10","686","6.53","NN","816.92","0.79"
"sanity","6","2946","7.99","NN","740.69","0.97"
"sank","4","1115","7.02","VB","712.34","0.97"
"sans","4","2830","7.95","JJ","831.58","0.35"
"Sanskrit","8","1044","6.95","NN","1047.15","0.59"
"Santa","5","23164","10.05","NN","615.76","1.00"
"Santa's","7","258","5.55","encl","672.56","0.97"
"sap","3","3702","8.22","NN|VB","756.31","0.81"
"sapling","7","70","4.25","NN","753.60","0.57"
"sapped","6","53","3.97","VB|JJ","821.50","0.55"
"sapphire","8","2832","7.95","NN","732.33","0.88"
"sapping","7","30","3.40","VB|NN","810.60","0.61"
"sappy","5","391","5.97","JJ","697.46","0.82"
"saps","4","372","5.92","NN|VB","809.50","0.73"
"Sara","4","2460","7.81","NN","610.39","0.94"
"Sarah","5","7723","8.95","NN","595.18","0.97"
"Sarah's","7","400","5.99","encl","618.34","0.97"
"Sara's","6","70","4.25","NULL","614.77","0.94"
"Sarasota","8","676","6.52","NN","761.92","0.75"
"Saratoga","8","868","6.77","NN","938.61","0.91"
"sarcasm","7","3998","8.29","NN","732.52","0.97"
"sarcasms","8","16","2.77","NN","765.52","0.91"
"sarcastic","9","2826","7.95","JJ","791.18","1.00"
"sarcastically","13","440","6.09","RB","883.90","0.91"
"sarcophagus","11","108","4.68","NN","1073.87","0.44"
"sardine","7","104","4.64","NN","764.93","0.85"
"sardines","8","245","5.50","NN","878.05","0.65"
"sardonic","8","138","4.93","JJ","758.35","0.70"
"sarong","6","52","3.95","NN","851.08","0.39"
"sash","4","307","5.73","NN","731.18","0.67"
"sass","4","148","5.00","NN","818.00","0.55"
"sassafras","9","80","4.38","NN","968.83","0.53"
"sassing","7","4","1.39","VB|NN","903.95","0.59"
"sarsaparilla","12","19","2.94","NN","1046.33","0.41"
"sassy","5","351","5.86","JJ","808.42","0.91"
"sat","3","33312","10.41","VB","609.77","0.94"
"Satan","5","7113","8.87","NN","698.06","1.00"
"Satanic","7","2712","7.91","JJ","879.31","0.81"
"Satanism","8","1296","7.17","NN","851.97","0.94"
"Satan's","7","705","6.56","encl","762.88","0.97"
"satchel","7","236","5.46","NN","818.30","0.57"
"sate","4","108","4.68","VB","701.00","0.24"
"satellite","9","15422","9.64","NN","703.94","1.00"
"satellites","10","3661","8.21","NN","773.00","0.94"
